document_id,document_text,entity,gold_answer,llm_entity,llm_answer
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",Дэвис,PER,,
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",ЕС,ORG,ЕС,ORG
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",Евросоюзом,ORG,,
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",Западных Балкан,LOC,,
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",Консервативной партии,ORG,,
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",Лондоне,LOC,,
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",МИД Великобритании,ORG,МИД Великобритании,ORG
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",МИД,ORG,,
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",Мэй,PER,,
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",Польши,LOC,,
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",ТАСС,ORG,ТАСС,ORG
ru-1004,"Борис Джонсон ушел в отставку с поста главы МИД Великобритании Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.",Терезы Мэй,PER,,
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Brexit,EVT,Brexit,EVT
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Facebook,PRO,Facebook,ORG
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Борис Джонсон,PER,Борис Джонсон,PER
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Бориса Джонсона,PER,,
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Британии,LOC,Британии,LOC
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Великобритании,LOC,,
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Джонсона,PER,,
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Захарова,PER,Захарова,PER
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Захаровой,PER,,
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",МИД России,ORG,МИД России,ORG
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Мария Захарова,PER,Мария Захарова,PER
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Мэй,PER,,
ru-1006,"Захарова лирически прокомментировала отставку Джонсона Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",Т. Мэй,PER,,
ru-1011,"За Борисом Джонсоном последует сама Мэй - британская пресса о главном политическом кризисе недели Комментируя отставку министра иностранных дел Великобритании Бориса Джонсона, британские СМИ напоминают, что он был одним из самых ярких противников планов премьер-министра Великобритании Терезы Мэй, которая планировала мягкий выход из ЕС. Так, СМИ полагают, что отставка Джонсона, которая последовала сразу же за отставкой министра по выходу Великобритании из ЕС, повысит чувство кризиса в политической элите Великобритании. В дальнейшем это должно претвориться в отставку самой Терезы Мэй, уверено издание The Guardian. Издание называет такое развитие событий самым негативным последствием Brexit. Отметим, что перед отставкой Борис Джонсон уже не стеснялся и открыто критиковал Терезу Мэй, сообщают британские СМИ. Напомним, что до Джонсона поджал в отставку министр по выходу Великобритании из ЕС Дэвид Дэвис. Его отставка состоялась буквально накануне того, как Тереза Мэй должна была Палате общин, в ходе которого она должна представить только что одобренную кабинетом министров стратегию выхода страны из Евросоюза. Разногласия Мэй с Дэвисом и Джонсоном были принципиального характера. Мэй предложила мягкий вариант выхода, суть которого заключается в том, что создание создаются зоны свободной торговли с ЕС для промышленных и сельскохозяйственных товаров, а также сохраняются таможенные стандартов ЕС на границе с Великобританией. В то время как два ключевых министра, которые теперь в отставке, считают такую стратегию ослабляющей страну, она не позволит влиять на решения ЕС. Сам выход Великобритании из ЕС будет оформлен 29 марта.",Brexit,EVT,Brexit,EVT
